"id","wiki_friendly_title","Segment Ids","ISMAR Links","GIS Id","Alternate IDs","Location-lon","Location-lat","Average Depth (m)","Introduction (English)","Area (m^2)","Introduzione (Italiano)","Name","Length (m)","Insula Number","Target Depth (cm)"
"CASS","Rio de S. Cassan","CASS2,CASS1","2324,2339,2340","CASS",,"12.33150959","45.43945495","-1.14","Cassan is the dialect corruption of 'Cassian', the patron saint of the ancient church which overlooks the tenth century on this river (pictured below).ï¿½Originally dedicated to St. Cecilia (patron saint of music) changed its name after one of the many rifabbriche, the church of San Cassan was known for its lack of qualities attributed to his religious piety in the late sixteenth century, devoted to playing cards, fornication and drinking.ï¿½The eponymous river takes us into the large area Rialto, canals parallel to the becarie de, do de the tower, de la pergola and Mocenigo, to end in cross rio de la Madoneta that leads back to the Grand Canal at San Polo .ï¿½On it is overlooked by many prominent buildings, including the Ca 'Albrizzi with the adjoining garden, Ca' da Mosto hours Muti then Baglioni, Ca 'Miani and Ca' Favretto.","1573.6","Cassan ï¿½ corruzione dialettale di 'Cassiano', santo titolare dell'antichissima chiesa che si affaccia dal X secolo su questo rio (foto in basso). Dedicata in origine a Santa Cecilia (patrona della musica) mutï¿½ il suo nome dopo una delle numerose rifabbriche; la chiesa di San Cassan fu nota per le scarse doti di pietas attribuite ai suoi religiosi alla fine del XVI secolo, dediti al gioco delle carte, alla fornicazione ed al bere. L'omonimo rio s'inoltra nella vasta area realtina, parallelamente ai rii de le becarie, de le do torre, de la pergola e Mocenigo, per terminare nel trasversale rio de la Madoneta che sbocca nuovamente in Canal Grande all'altezza di San Polo. Su di esso si affacciano numerosi edifici di rilievo, tra cui la Ca' Albrizzi con l'annesso giardino, Ca' Muti poi Baglioni ora Da Mosto, Ca' Miani e Ca' Favretto.","Rio de S. Cassan","314.5","16","180.0"
"TRAS","Rio dei Trasti","TRAS","2026","TRAS",,"12.32966423","45.44638783","-1.4","The contrasts are the axes used in boats to take together the two sides and on which usually sits there.ï¿½To its confluence with the Rio de la Sensa, the river is crossed by the bridge contrasts of red, the name given to two other Venetian bridges, one of which crosses the river Beggars and the other stream of Tentor.ï¿½In the background, beyond the Rio Sant'Alvise, glimpsed the homonymous monastery.","483.8","I trasti sono quelle assi usate nelle imbarcazioni per tener unite le due fiancate e sulle quali solitamente ci si siede. Alla sua confluenza nel rio de la Sensa, il rio dei trasti ï¿½ scavalcato dal ponte Rosso, nome attribuito ad altri due ponti veneziani, dei quali uno attraversa rio dei Mendicanti e l'altro rio del Tentor. Sullo sfondo, oltre il rio di Sant'Alvise, s'intravvede l'omonimo monastero di clausura.","Rio dei Trasti","74.9","40","180.0"
"STIN","Rio de S. Stin","STIN","2298","STIN",,"12.32776523","45.43772348","-1.6","In the neighborhood of Rio (visible in the work side, San Stin, by Filippo De Pisis in 1942), once stood a church dedicated to St. Stephen the Confessor, known to the Venetians as' San Stin '- contracted form of' San Stefanin '.ï¿½The building underwent various vicissitudes destroyed by fire in 1105, it was rebuilt in 1295.ï¿½Remained open for worship until 1810, to be demolished shortly thereafter.ï¿½Along the river, overlooking buildings from various eras: the sixteenth-century Palazzo Zen, the baroque palace the Gothic Palazzo Soranzo and Amalteo.","934.2","Nei pressi dell'omonimo rio (visibile nell'opera a fianco, San Stin, realizzata da Filippo De Pisis nel 1942), sorgeva un tempo la chiesa dedicata a Santo Stefano Confessore, nota ai veneziani come 'San Stin' - forma contratta di 'San Stefanin'. L'edificio subï¿½ varie vicissitudini: distrutto da un incendio nel 1105, venne riedificato nel 1295. Rimase aperto al culto fino al 1810, per essere demolito poco piï¿½ tardi. Lungo il rio, si affacciano edifici di varie epoche: il cinquecentesco palazzo Zen, il baroccheggiante palazzo Amalteo e il gotico palazzo Soranzo.","Rio de S. Stin","111.9","8","180.0"
"SSER",,"SSER01","",,,,,,,,,,,,
"LATE","Rio de S. Giovanni Laterano","LATE2,LATE1","2073,2086","LATE",,"12.34347224","45.43817517","-1.44","The stream lapping in the middle of its course, one side of the imposing monastery of St. John Lateran - the site until a few years ago at a school, on the left in the picture - near which stood the church of the same name, which was demolished to 'beginning of the nineteenth century.ï¿½The long straight vapor, which goes on to Rio di Santa Marina, has always been one of the main and busiest lines linking the districts of Cannaregio and Castello, remained fairly readable in its path primitive.ï¿½It is lined with the houses of Morosini, Ca 'Tetta (which divides into two branches of the river Pestrin or Borgoloco), the majestic' houses for rent 'of Muazzo, arranged in eight residential levels and reach the height the old Ghetto, and finally you can see the residence of the fifteenth Bragadin, stock that gave birth to Marcantonio, a heroic commander of the Venetian garrison of Famagusta flayed alive by the Turks in 1574.","2287.5","Il rio lambisce, a metï¿½ del suo percorso, un lato dell'imponente convento di San Giovanni Laterano - sede fino a pochi anni or sono di un istituto scolastico, a sinistra nella foto - nei pressi del quale sorgeva l'omonima chiesa, demolita all'inizio del XIX secolo. Il lungo rettifilo acqueo, che prosegue col rio di Santa Marina, rappresenta da sempre una delle principali e trafficate direttrici di collegamento fra i sestieri di Cannaregio e Castello, rimasta discretamente leggibile nel suo percorso primitivo. Vi si affacciano le case dei Morosini, la Ca' Tetta (che divide in due rami il rio del pestrin o di Borgoloco), le maestose 'case d'affitto' dei Muazzo, disposte su ben otto livelli abitativi e che raggiungono in altezza quelle del Ghetto vecchio; infine ï¿½ visibile la residenza quattrocentesca dei Bragadin, casato che diede i natali a Marcantonio, eroico comandante della guarnigione veneziana di Famagosta scorticato vivo dai Turchi nel 1574.","Rio de S. Giovanni Laterano","257.2","4","200.0"
"PEST","Rio del Pestrin","PEST2,PEST1","2062,2068","PEST",,"12.34080076","45.43825422","-1.49","A pestrinaio in this country speak of the documents of 1906, letting us know that Julius Eugene Salvagno was the conductor of a barn where there were six goats and thirty-five cows.ï¿½These places provided milk and dairy products to the population lagoon, so that their memory is still alive in Venice when it comes to the last 'vaccaria' located in the dell'Arzere (Santa Marta) and closed around 1955 or so.ï¿½A number of the buildings that overlook this river (also called Borgoloco), among which are Ca 'Morosini of Pestrin, Ca' Donï¿½ and Ca 'Ruzzini, huge building erected in 1580 and designed by Bartolomeo knob.","1871.1","Di un pestrinaio in questa contrada parlano dei documenti del 1906, facendoci conoscere che Giulio Eugenio Salvagno era il conduttore di una stalla ove erano presenti sei capre e trentacinque vacche. Questi luoghi fornivano latte e derivati alla popolazione lagunare, tanto che il loro ricordo ï¿½ tuttora vivo nei veneziani quando si parla dell'ultima 'vaccaria' situata nella zona dell'arzere (a Santa Marta) e chiusa attorno al 1955 circa. Numerosi i palazzi che si affacciano su questo rio (detto anche di Borgoloco), tra cui segnaliamo Ca' Morosini del Pestrin, Ca' Donï¿½ e Ca' Ruzzini, enorme costruzione eretta nel 1580 su disegno di Bartolomeo Manopola.","Rio del Pestrin","200.3","3","200.0"
"FRAR","Rio dei Frari","FRAR2,FRAR1","2296,2297","FRAR",,"12.32723951","45.4371438","-1.29","A group of followers of St. Francis around 1250 took temporary residence in some places on the border between the districts of San Toma and San Stin, where he built a church dedicated to Santa Maria Gloriosa, which was rebuilt in its present form between the fourteenth and fifteenth centuries.ï¿½The majestic Gothic church - the largest of Venice along with that of Santi Giovanni e Paolo - it houses many masterpieces, including works by Giovanni Bellini, Jacopo Palma il Giovane, Donatello, among all stands the altar-piece of Titian that adorns the altar.ï¿½Adjacent to the facade of the church is the oldest school of the Florentines, visible in the background in the photograph; indemaniata the early nineteenth century, is currently the seat of the Superintendent of Archives for the Veneto region and acts as an entrance to the State Archives, housed in the rear convent of the Franciscan Friars Minor was: 'Ca' Granda dei Frari ', where from 1815 were concentrated all the archives of the Venetian Republic and the governments it succeeded, originally preserved in the Doge Palace and public offices of the Rialto .ï¿½The sketch of Le Corbusier (I Frari, 1960, at left), returns with a magnificent synthesis the urban area.","996.7","Un gruppo di seguaci di San Francesco verso il 1250 prese provvisoria dimora in alcuni locali posti al confine tra le contrade di San Tomï¿½ e di San Stin, dove venne eretta una chiesa dedicata a Santa Maria Gloriosa, ricostruita nelle forme attuali fra Tre e Quattrocento. La maestosa chiesa gotica - la piï¿½ grande di Venezia insieme a quella dei Santi Giovanni e Paolo - conserva al suo interno molti capolavori, tra i quali opere di Giovanni Bellini, Jacopo Palma il Giovane, Donatello; fra tutti spicca la pala dell'Assunta di Tiziano che orna l'altare maggiore. Adiacente alla facciata della chiesa sorge l'antica scuola dei Fiorentini, visibile in secondo piano nella fotografia; indemaniata agli inizi del XIX secolo, ï¿½ attualmente la sede della Soprintendenza archivistica per il Veneto e funge da ingresso all'Archivio di Stato, ospitato nel retrostante convento che fu dei frati minori francescani: la 'Ca' granda dei Frari', dove a partire dal 1815 vennero concentrati tutti gli archivi della Repubblica Veneta e dei governi ad essa succeduti, originariamente conservati in Palazzo dogale e nei pubblici uffici dell'area realtina. Lo schizzo di Le Corbusier (I Frari, 1960, qui a fianco), restituisce con magnifica sintesi l'assetto urbanistico dell'area.","Rio dei Frari","121.9","8","180.0"
"BATE","Rio del Batelo","BATE1,BATE2","2422,2423,2424,2425","BATE",,"12.32318401","45.44589104","-1.27","The professed the nearby monastery of San Girolamo, deleted and indemaniato in 1810, the ownership of which looked out along the river, it seems they had always opposed the construction of a bridge, and it was perhaps one of the reasons that led to the establishment of a regular of 'passobarca', from which originates the hydronym.ï¿½The license to ferry the shed and docks were offered for sale by Monte Napoleone in September 1809 and purchased by Domenico Moscow for the sum of 3757 pounds.ï¿½October 1886 Louise Radi, who took over algli heirs of the latter complained to the Town Hall for the damage suffered by the deletion of ferry fee on rio, caused by the construction of the new wooden bridge, but there was no compensation.ï¿½The municipal council took the decision to facilitate access to the many factories in the area, became during the nineteenth century one of the main 'industrial clusters' of the city.ï¿½The vast area of ??undeveloped said ciovï¿½re (developed land to dry in the sun or colored cloth products in the local dry cleaners) was built in the thirties, the eponymous 'urban district' visible on the right of the photograph.ï¿½The proposal to bury the stream of Batelo was considered in 1833, but was not followed, the hydronym reached at least the second half of the seventeenth century.","5535.0","Le professe del vicino monastero di San Girolamo, soppresso e indemaniato nel 1810, le cui proprietï¿½ si affacciavano lungo il rio, sembra si fossero sempre opposte alla costruzione di un ponte; fu forse questo uno dei motivi che portarono all'istituzione di un regolare servizio di 'passobarca', dal quale ebbe origine l'idronimo. La licenza di traghettare, il casotto e i pontili furono posti in vendita dal Monte Napoleone nel settembre 1809 e acquistati da Domenico Mosca per la somma di lire 3757. Nell'ottobre 1886 Luigia Radi, subentrata algli eredi di quest'ultimo, si lamentï¿½ col Municipio per il danno subito con la soppressione del traghetto a pagamento sul rio, provocata dalla costruzione del nuovo ponte in legno, ma non ottenne risarcimenti. La Giunta municipale prese tale decisione per favorire l'accesso alle numerose manifatture presenti nella zona, divenuta nel corso dell'Ottocento uno dei principali 'poli industriali' della cittï¿½. Sulla vasta area inedificata detta delle ciovï¿½re (terreni attrezzati per asciugare al sole i panni prodotti o colorati nelle locali tintorie) venne costruito, a partire dagli anni Trenta, l'omonimo 'quartiere urbano' visibile sulla destra della fotografia. La proposta di interrare il rio del batelo venne presa in considerazione nel 1833, ma non ebbe seguito; l'idronimo ï¿½ attestato almeno dalla seconda metï¿½ del XVII secolo.","Rio del Batelo","517.7","7","200.0"
"TRAP","Rio del Trapolin","TRAP","2046","TRAP",,"12.33294725","45.44351993","-1.23","The name seems to derive from the family Trapolin, a native of Cyprus, in fact even today along the river you can see a porch that once led into the court Trapolina, where there were several properties of this family.ï¿½Walking bridge Zancani, which crosses the river, you reach Campo San Martial, known to the Venetians as Marcilian, where there is the church of the same name founded in the twelfth century, rebuilt in the late seventeenth century and restored in 1958.","1280.8","Il nome sembra derivi dalla famiglia Trapolin, originaria di Cipro; ancor'oggi infatti lungo il rio si scorge un porticato che un tempo immetteva nella corte Trapolina, dove sorgevano numerose proprietï¿½ di questa famiglia. Percorrendo ponte Zancani, che attraversa il rio, si giunge a campo San Marziale, noto ai veneziani come Marcilian, dove sorge l'omonima chiesa fondata nel XII secolo, riedificata alla fine del Seicento e restaurata nel 1958.","Rio del Trapolin","175.5","13","180.0"
"SCUD","Rio dei Scudi e de la S. Ternita","SCUD2,SCUD1","2173,2467,2468","SCUD",,"12.34746337","45.43596937","-1.41","","2268.5","","Rio dei Scudi e de la S. Ternita","355.3","5","180.0"
"MADA","Rio de la Madalena","MADA2,MADA1","2395,2396,2397,2415","MADA",,"12.3313272","45.44300806","-1.53","A round temple built in the eighteenth century to a design by Thomas Temanza is just a few steps from the river for over three centuries is named Rio de la Madalena.ï¿½The ancient church dating back to 1229 and was built by the will of the family in this country that Whisker had his residence, or rather a castle with towers at the corners, it was common to find in the city at the time.ï¿½One of these towers was used as the bell tower of the church of the Madeleine until 1881, then was demolished.ï¿½In the nearby area you can see a number of ancient buildings whose facades are decorated with typical chimneys.","1484.2","Un tempietto rotondo edificato nel XVIII secolo su progetto di Tommaso Temanza si erge a pochi passi dal corso d'acqua che da oltre tre secoli si denomina rio de la Madalena. L'antica chiesa risaliva al 1229 e fu eretta per volontï¿½ della famiglia Baffo che in questa contrada aveva la propria residenza, o meglio un castello munito di alte torri agli angoli, com'era frequente trovare in cittï¿½ all'epoca. Una di queste torri venne utilizzata come campanile della chiesa della Maddalena fino al 1881, poi venne demolita. Nel vicino campo si possono ammirare una serie di antichi edifici le cui facciate sono impreziosite da caratteristici camini.","Rio de la Madalena","228.3","13","200.0"
"BACI",,"","",,,,,,,,,,,,
"LUCA","Rio de S. Luca","LUCA3,LUCA2,LUCA1","2308,2375,2376,2459","LUCA",,"12.33380556","45.43406463","-1.51","Around the middle of the nineteenth century was called for a certain period rio de mails, when the Ca 'Grimani - current seat of the Court of Appeal, in the background in the picture - were installed Imperial royal central post office, then transferred to the neighboring Ca 'Giustinian-Faccanon and, finally, in Fontego the Germans.ï¿½It dates back to 1072 is the oldest document that mentions the parish church of San Luca, founded thereabouts years patrician families Dandolo and Pizzamano.ï¿½On the opposite side of the river, in front of the faï¿½ade of the church, stood the ancient Teatro di San Benetto, partially demolished in 1875 when it was renamed Teatro Rossini, in honor of the great composer, and transformed into a cinema in the Second World War.ï¿½The Rio di San Luca laps field Manin (pictured right), the former San Paternian field on which towered the ancient bell tower hexagonal documented nineteenth-century engraving by Giuseppe Bernasconi (View of the Campo San Paternian, before 1871), demolished in 1871.","1618.3","Intorno alla metï¿½ del XIX secolo venne chiamato per un certo periodo rio de le poste, quando nella Ca' Grimani - attuale sede della Corte d'appello, visibile sullo sfondo nella fotografia - furono installate le Imperial regie poste centrali, successivamente trasferite nella vicina Ca' Giustinian-Faccanon e, infine, nel Fontego dei tedeschi. Risale al 1072 il piï¿½ antico documento che accenna alla chiesa parrocchiale di San Luca, fondata in quel torno d'anni dalle famiglie patrizie Dandolo e Pizzamano. Sul lato opposto del rio, di fronte al prospetto della chiesa, sorgeva l'antico Teatro di San Benetto, parzialmente demolito nel 1875 quando venne ribattezzato Teatro Rossini, in omaggio al celebre compositore, e trasformato in sala cinematografica nel secondo dopoguerra. Il rio di San Luca lambisce campo Manin (a destra nella foto), l'antico campo San Paternian sul quale svettava l'antichissimo campanile a pianta esagonale documentato nell'incisione ottocentesca di Giuseppe Bernasconi (Veduta del campo San Paternian, ante 1871), demolito nel 1871.","Rio de S. Luca","196.6","35","200.0"
"ZOBE","Rio de S.M. Zobenigo","ZOBE","2133,2268,2269","ZOBE",,"12.33250737","45.43245345","-1.3","The church of Santa Maria Zobenigo is also called 'Giglio' to the custom of painting depicting the angel Gabriel appearing to the Virgin Mary holding a lily, the symbol of virginity.ï¿½The family Jubanico, according to tradition, contributed to his first building in the ninth century.ï¿½The present building, the second half of the seventeenth century, was financed with celebratory from the Barbaro family.ï¿½The facade of the church, designed by Giuseppe Sardi, is one of the most magnificent works of Venetian Baroque, the interior is decorated with works by Rubens, Tintoretto and Piazzetta.ï¿½The confluence with the Rio Grande Canal is Palazzo Barbarigo, seventeenth-century building with three floors, the main facade is characterized by three serliane aligned to the portal and decentralized water on the left wing.","1039.7","La chiesa di Santa Maria Zobenigo viene detta anche 'del Giglio' per l'usanza pittorica di raffigurare l'arcangelo Gabriele che appare alla Madonna con in mano un giglio, simbolo della verginitï¿½. La famiglia Jubanico, secondo la tradizione, contribuï¿½ alla sua prima edificazione nel IX secolo. La costruzione attuale, della seconda metï¿½ del Seicento, fu finanziata con intenti celebrativi dalla famiglia Barbaro. La facciata della chiesa, ideata da Giuseppe Sardi, ï¿½ una delle piï¿½ fastose opere dell'arte barocca veneziana; l'interno ï¿½ arricchito da opere di Rubens, Piazzetta e Tintoretto. Nel punto di confluenza del rio con Canal Grande sorge palazzo Barbarigo, edificio secentesco a tre piani; la facciata principale ï¿½ caratterizzata da tre serliane allineate al portale d'acqua e decentrate sulla fascia sinistra.","Rio de S.M. Zobenigo","201.0","1","180.0"
"CARM","Rio dei Carmini","CARM","2004","CARM",,"12.32026577","45.4334548","-1.7","The first Carmelite friars came to Venice from Thrace in 1125, towards the end of the thirteenth century founded in this suburban, quiet area of ??the city a church - consecrated in 1348 - and a monastery dedicated to Santa Maria Assunta, dedication, which was subsequently changed to Santa Maria del Carmine.ï¿½In the church, rebuilt in Renaissance style, are conserved among other masterpieces of the Altarpiece of St. Nicholas Nativity by Lorenzo Lotto and Cima da Conegliano.ï¿½The adjoining convent - whose entrance is visible in the shadow of the incision Carlevarijs Luca (1703) reproduced here - is currently the seat of the state of art.ï¿½The bridge that connects the field of Carmini with the opposite foundation was often the scene of 'wars of punches' between Castellani and Nicolotti (right incision), a rule that ended with a swim in the river below, and yet one that held September 4, 1611 for the excessive animosity between the contenders had a budget of less than 19 deaths, most of them suffocated in the crowd.ï¿½In the picture on the side, along the right side of the river, stands in the background the white mole of Ca 'Zenobio palace built in the late eighteenth century by the architect Antonio Gaspari, long the seat of the Armenian College of fathers Mechitarist of St. Lazarus.","1521.3","I primi frati carmelitani giunsero a Venezia dalla Tracia nel 1125; sullo scorcio del Duecento fondarono in questa zona periferica e tranquilla della cittï¿½ una chiesa - consacrata nel 1348 - e un monastero dedicati a Santa Maria Assunta, intitolazione che fu successivamente mutata in Santa Maria del Carmine. Nell'attuale chiesa, ricostruita in forme rinascimentali, si conservano fra gli altri capolavori la Pala di San Nicolï¿½ di Lorenzo Lotto e una Nativitï¿½ di Cima da Conegliano. L'adiacente convento - il cui portale d'ingresso ï¿½ visibile nel cono d'ombra dell'incisione di Luca Carlevarijs (1703) qui riprodotta - ï¿½ attualmente sede dell'Istituto statale d'arte. Il ponte che collega il campo dei Carmini con l'opposta fondamenta fu spesso teatro delle 'guerre dei pugni' fra Castellani e Nicolotti (a destra nell'incisione), che si concludevano di regola con qualche bagno nel rio sottostante; eppure quella che si svolse il 4 settembre 1611 per l'eccessiva animositï¿½ tra i contendenti ebbe un bilancio di ben 19 morti, la maggior parte dei quali soffocati tra la folla. Nella fotografia a fianco, lungo il lato destro del rio, si erge in secondo piano la candida mole di Ca' Zenobio, palazzo costruito verso la fine del XVIII secolo su progetto dell'architetto Antonio Gaspari, da tempo sede del Collegio armeno dei padri mechitaristi di San Lazzaro.","Rio dei Carmini","124.5","18","200.0"
"MAUR","Rio de S. Maurizio e rio Malatin","MAUR","2130,2131,2266,2267","MAUR",,"12.33220696","45.43252874","-1.1","","1094.1","","Rio de S. Maurizio e rio Malatin","256.3","1","180.0"
"MAVA",,"MAVA01","",,,,,,,,,,,,
"CROC","Rio de la Croce","CROC","3096,3097","CROC",,"12.33352661","45.42449479","-0.76","","2458.2","","Rio de la Croce","255.0","23",
"SCUO",,"SCUO01","",,,,,,,,,,,,
"BRIA","Rio Briati","BRIA","2005","BRIA",,"12.32056618","45.43420767","-1.27","The hydronym is definitely related to the transfer from Venice Murano glass factory of Joseph Briati, made in 1739, in the records of the second half of the eighteenth century the foundations along the stream, visible on the right, is in fact called 'the Briati '.ï¿½The headquarters of crystal production, located in the neighboring district dell'Anzolo Rafael, near the so-called red bridge, ceased its activity around 1790.ï¿½Half a century later, the local and the large adjoining land were used as a restaurant.Joseph Briati died in Murano, in the district of Santo Stefano, January 19, 1772.","1658.4","L'idronimo ï¿½ sicuramente connesso al trasferimento da Murano a Venezia della fabbrica di cristalli di Giuseppe Briati, effettuato nel 1739; nei documenti della seconda metï¿½ di quel secolo XVIII la fondamenta che costeggia il rio, visibile sulla destra, ï¿½ infatti chiamata 'del Briati'. La sede di produzione di cristalli, situata nella vicina contrada dell'Anzolo Rafael, vicino al cosiddetto ponte rosso, cessï¿½ la sua attivitï¿½ attorno al 1790. Mezzo secolo piï¿½ tardi i locali e l'ampio terreno annesso vennero usati come trattoria. Giuseppe Briati morï¿½ a Murano, in contrada di Santo Stefano, il 19 gennaio 1772.","Rio Briati","130.3","18","200.0"
"MRTI","Rio de San Martin","MRTI2,MRTI1","2087,2088","MRTI",,"12.34910488","45.43487773","-1.27","It is best known as 'Rielo de l'Arsenal', for its small size.ï¿½It is crossed by two bridges that provide low direct connection with the ancient seats of patrons and superintendents, facing along the outer perimeter of the Casa de l'arsenal and access to monumental 'port land', dedicated to the victory of Lepanto, reproduced in 'engraving by Luke Carlevarijs (Another view of the doors of the Arsenal, 1703).ï¿½The Rielo laps at the opposite end, the field of San Martin, dominated by the faï¿½ade of the church was rebuilt in 1540 on the model of Jacopo Sansovino.ï¿½Adjacent to it is the oratory of the school dedicated to the saint, whose entrance is surmounted by a marble relief depicting the fifteenth-century bishop of Tours who gives to the poor cloak.ï¿½In the district had their first residence of the Dominican Fathers, then moved near the Santi Giovanni e Paolo.","444.4","ï¿½ meglio noto come 'rielo de l'Arsenal', per le sue ridotte dimensioni. ï¿½ scavalcato da due bassi ponticelli che garantiscono diretto collegamento con le antiche sedi dei patroni e provveditori, affacciate lungo il perimetro esterno della Casa de l'arsenal e dall'accesso alla monumentale 'porta di terra', dedicata alla vittoria di Lepanto, riprodotta nell'incisione di Luca Carlevarijs (Altra veduta delle porte dell'Arsenale, 1703). Il rielo lambisce, all'estremitï¿½ opposta, il campo di San Martin, dominato dalla facciata dell'omonima chiesa ricostruita nel 1540 su modello di Jacopo Sansovino. Adiacente a quest'ultima sorge l'oratorio della scuola dedicata al santo, il cui ingresso ï¿½ sormontato da un marmoreo altorilievo quattrocentesco raffigurante il vescovo di Tours che dona al povero il mantello. Nella contrada ebbero la loro prima residenza i padri Domenicani, successivamente trasferitisi nei pressi dei Santi Giovanni e Paolo.","Rio de San Martin","107.5","24","180.0"
"MADO","Rio della Madonnetta","MADO3,MADO2,MADO1","2311,2312,2322,2323","MADO",,,,"-1.28","The name seems to derive from the ancient chapel dedicated to the Virgin Mary, under the portico of San Polo.ï¿½Promises on the river and the adjacent field, Tiepolo palace-Maffetti, a Baroque building of the eighteenth century by the architect Giorgio Massari, built on the site of an existing building belonged to the family Bernardo.ï¿½A few meters away there is Palazzo Soranzo.ï¿½These buildings were once divided by a river that was filled in 1761.ï¿½Closes this series of buildings Dona Palace, a Renaissance building of the beginning of the sixteenth century to the characteristic ogival portal decorated with reliefs of animals and floral motifs.","1497.9","Il nome sembra derivare dall'antico capitello dedicato alla Vergine, posto sotto il portico di San Polo. Prospetta sul rio e sull'adiacente campo, palazzo Tiepolo-Maffetti, costruzione barocca del XVIII secolo, opera dell'architetto Giorgio Massari, sorta sull'area di un preesistente edificio appartenuto alla famiglia Bernardo. A pochi metri di distanza si trova palazzo Soranzo. Questi palazzi erano, un tempo, divisi da un rio che fu interrato nel 1761. Chiude questa serie di costruzioni palazzo Donï¿½, edificio rinascimentale del principio del XVI secolo caratteristico per il portale archiacuto ornato con rilievi di animali e motivi floreali.","Rio della Madonnetta","275.4","16","200.0"
"TRTE","Rio de le Torete","TRTE","2428","TRTE",,"12.32655287","45.44643299","-1.11","In ancient Venice was not uncommon to find buildings constructed with the annexation of the towers.ï¿½The river was also called 'the Corelie', named after the family arrived in the city in the fourteenth century to the silk trade from Lucca.","439.9","Anticamente a Venezia non era raro trovare degli edifici costruiti con l'annessione di torri. Il rio veniva anche chiamato 'delle Corelie', dall'omonima famiglia giunta in cittï¿½ nel XIV secolo per il commercio della seta da Lucca.","Rio de le Torete","87.4","40","180.0"
"ERBE","Rielo de le Erbe","ERBE","2316","ERBE",,"12.3301363","45.43662434","-1.06","This residue segment of the river, which ends its journey near Campo San Polo, is what survives a series of landfills - performed several times during the eighteenth century - the channel that lapped the entire fifth building north of the field, lead to the opposite side in the Rio de do the tower or de Ca 'Bernardo [above, n card.ï¿½31].ï¿½The Rielo de herbs must in all probability its name to the presence of some erbariï¿½l (greengrocer) active in the neighborhood.","402.2","Questo residuo segmento di rio, che termina il suo percorso nei pressi di campo San Polo, ï¿½ quanto sopravvive ad una serie di interramenti - eseguiti in piï¿½ riprese nel corso del Settecento - sul canale che lambiva l'intera quinta edilizia settentrionale del campo, per sfociare al capo opposto nel rio de le do torre o de Ca' Bernardo [supra, scheda n. 31]. Il rielo de le erbe deve con ogni probabilitï¿½ la sua denominazione alla presenza di qualche erbariï¿½l (erbivendolo) attivo nei paraggi.","Rielo de le Erbe","91.5","8","200.0"
"ORSO","Rio de l'Orso","ORSO","2263","ORSO",,"12.32999682","45.43224641","-1.34","Topographically, this river crept, like the nearby Rio San Vidal and rio the Blessed Sacrament, in the middle of the vast insula now called St. Stephen, then connecting with other existing streams in the area (and in the basement) and the pool of San Samuel (which still exists), giving rise to a channeling of the territory now changed under the pressure of the dominant terrestrial traffic than watery.ï¿½The river had the same length of the current in the second half of the seventeenth century and was calledï¿½Rio de Columns (still on the side of Palazzo Barbaro) goes in the field of Santo Stefano ...ï¿½without headï¿½, changing it in the next century in the place names inï¿½rio de dead or often the coloniesï¿½.","413.8","Topograficamente questo rio si insinuava, al pari dei vicini rio di San Vidal e rio del Santissimo, al centro della vasta insula attualmente denominata di Santo Stefano, collegandosi poi con altri rii esistenti nella zona (ed in parte interrati) e con la piscina di San Samuel (tuttora esistente), dando vita ad una canalizzazione del territorio ora mutata sotto la spinta della predominante viabilitï¿½ terrestre rispetto a quella acquea. Il rio aveva la medesima lunghezza dell'attuale giï¿½ nella seconda metï¿½ del XVII secolo e si denominavaï¿½rio de le Colonne (tuttora presenti sul fianco di palazzo Barbaro) vï¿½ in campo di Santo Stefano... senza capo, mutandolo nel secolo successivo nella toponomastica inï¿½rio morto deto de le colone.","Rio de l'Orso","92.1","11","180.0"
"DNUO","Darsena Nova e Novissima","DNUO","2472,2473,2474,2475,2478","DNUO",,"12.35380411","45.43586397","-5.07","","97425.6","","Darsena Nova e Novissima",,"0",
"DGIO","Darsena San Giorgio","DGIO1","","DGIO",,,,,,"10911.8",,"Darsena San Giorgio",,"23",
"BASS",,"BASS01,BASS02","",,,,,,,,,,,,
